name	id	beer_style	first_brewed	alcohol_content	original_gravity	final_gravity	ibu_scale	country	brewery_brand	color_srm	from_region	containers
Rother Valley Blues	/m/04dqn_9			5.0					Rother Valley		United Kingdom	/m/04dqz93
Augustiner Edelstoff	/m/04dqnlm			5.6					Augustiner Bräu		Germany	/m/04dqz07
Durham Brewery St. Cuthbert	/m/04dqvx9			6.5					Durham Brewery		United Kingdom	/m/04dr5dq
ZeroDegrees Reading Black Lager	/m/04dqnh3			4.8					ZeroDegrees Reading		United Kingdom	/m/04dr23m
Starobrno Premium Lager	/m/04dqtqg			5.0					Starobrno		Czech Republic	/m/04dr0qh
Murree Beer	/m/04dqhsk			4.5					Murauer		Austria	/m/04dr6zz
Monteith's Summer Ale	/m/04dqglf			5.0					Monteith's		New Zealand	/m/04dr4ry
Highwood Tom Wood's Bomber County	/m/04dqd_p			4.8					Highwood		United Kingdom	/m/04dqzsh
Cesu Porteris	/m/04dqcz6			6.8					Cesu		Latvia	/m/04dr2dw
Branded Drinks Old Shag	/m/04dqfvt			4.0					Branded Drinks		United Kingdom	/m/04dr549
Black Sheep Brewery Riggwelter Strong Yorkshire Ale	/m/04dqfsv			5.7					Black Sheep Brewery		United Kingdom	/m/04dq_cm
Young's Christmas Ale (2003)	/m/04dqf3d			5.0					Young's Brewery		United Kingdom	/m/04dqy6h
Lindemans Cassis	/m/04dqdtb			4.0					Lindemans Brewery		Belgium	/m/04dqyw7
Paulaner Salvator	/m/04dqj2m			7.5					Paulaner		Germany	/m/04dq_qr
Bierland	/m/0g5059k	Weizen/Weissbier	2003	4.8							Santa Catarina,Brazil	
Lost Coast Brewery Downtown Brown	/m/05k6h_z	Nut brown Ale		5.0					Lost Coast Brewery			/m/05k6j0t
Alpine Gold	/m/063hlvh	Golden ale							Tied-House Cafe & Brewery			
Hydes Original 	/m/0dlfhr_	Bitter							Hydes			
Moo-Hoo	/m/0djy33t								Terrapin Beer Company			
Lighthouse Brewery Race Rocks Ale	/m/02np__d	Nut brown Ale	1996	5.2								
Weatheroak Light Oak	/m/04dqqdl			3.6					Weatheroak		United Kingdom	
Vratislavice Pivovar Konrad Eso	/m/04dqktd			4.7					Vratislavice Pivovar		Czech Republic	/m/04dq_ph
Amstel Lager	/m/04dqb9q			5.0					Amstel		Netherlands	/m/04dqxfm
Nigerian Breweries Star	/m/04dq96q			5.1					Nigerian Breweries		Nigeria	/m/04dr0x7
Wicked Hathern Snake 288	/m/04dqlk7			4.8					Wicked Hathern		United Kingdom	/m/04dr5zl
Broughton Ales Scottish Oatmeal Stout	/m/04dqjz8	Oatmeal stout		4.2					Broughton Ales		United Kingdom	/m/04dr027
Three B's Doff Cocker	/m/04dqvr8			4.5					Three B's		United Kingdom	/m/04dqxb3
Antares Imperial Stout	/m/04sw_gt	Imperial stout		8.5					Cervecería Antares		Argentina	
Stone IPA	/m/04dqhph			6.7					Stone Brewing Company		United States of America	/m/04dr0cr
Köstritzer Schwarzbier	/m/04dqnfl			4.8					Köstritzer		Germany	/m/04dr2m3
Moortgat Passendale	/m/04dqct5			6.0					Moortgat		Belgium	/m/04dr4n4
Malt Shovel Brewery James Squire Australian Strong Ale	/m/04dqrzg			6.8					Malt Shovel Brewery		Australia	/m/04dqznr
Yuksom Breweries Dansberg Blue	/m/04dqrp1			5.0					Yuksom Breweries		India	/m/04dr5sb
Scottish Courage John Smith's Pub Draught Ale	/m/04dqfps			4.1					Scottish Courage		United Kingdom	/m/04dq_d_
Hartwall Dark Lager	/m/04dqq41			4.5					Hartwall		Finland	/m/04dq_bc
Pitfield Christmas Ale 2002	/m/04dqhmj			7.3					Pitfield		United Kingdom	/m/04dr23c
Ochakovo Premium Chernoe Legkoe (Black Beer)	/m/04dqs2d			3.9					Ochakovo		Russia	/m/04dq_p7
Bayer-Bräu Rothenfelser Raubritter	/m/04dqpnz			5.5					Bayer-Bräu		Germany	/m/04dr6dv
Rother Valley Hoppers Ale	/m/04dqbbt			4.4					Rother Valley		United Kingdom	/m/04dr2fr
Daruvarska Pivovara Staro Cesko	/m/04dqb85			5.2					Daruvarska Pivovara		Croatia	/m/04dr1w_
Fuller's Red Fox Tawny Red Ale	/m/04dqrd9			4.3					Fuller, Smith and Turner		United Kingdom	/m/04dqxdc
Kirin Ichiban	/m/04dqbwf			5.0					Kirin Brewery Company		Japan	/m/04dqy3w
Van Honsebrouck Kasteel Bier Gouden Triple	/m/04dqsrv			11.0					Van Honsebrouck		Belgium	/m/04dr20h
Cropton Monkmans Slaughter	/m/04dqvst			6.0					Cropton Brewery		United Kingdom	/m/04dr3tj
Lion Nathan Steinlager	/m/04dqwld			5.0					Lion Nathan		New Zealand	/m/04dr5fb,/m/04dqxc_
Freeminer Brewery Deep Shaft Stout	/m/04dqt_n			6.2					The Freeminer Brewery		United Kingdom	/m/04dqy47
Coors Keystone Amber Light	/m/04dq955			3.5					Coors Brewing Company		United States of America	/m/04dr53f
Troch Chapeau Tropical Lambic	/m/04dqr6v			3.0					Troch		Belgium	/m/04dqxv7
Einbecker Ur-Bock Dunkel	/m/04dqkg0			6.5					Einbecker		Germany	/m/04dqxbw
Wychwood Dog's Bollocks	/m/04dqkkj			6.0					Wychwood Brewery		United Kingdom	/m/04dr2gm
Sleeman's Original Dark	/m/04dqlls			5.5					Sleeman Breweries		Canada	/m/04dqy73
Craigmill Brewery (Stone Kettle) Swallow IPA	/m/04dqtkf			4.0					Craigmill Brewery (Stone Kettle)		United Kingdom	/m/04dqyjw
De Dolle Brouwers Oeral	/m/04dqk_r			7.5					De Dolle Brouwers		Belgium	/m/04dqy33
Matilda Bay Brewing Co. Beez Neez	/m/04dqnb2			4.5					Matilda Bay Brewing Company		Australia	/m/04dqxtc
Harvey's Quatercentenary Ale	/m/04dqhc4			8.0					Harveys Brewery		United Kingdom	/m/04dr400
Jopen Koyt	/m/04dqv_c			6.0					Jopen		Netherlands	/m/04dr4_y
Bridge of Allan Ben Nevis 80/- Ale	/m/04dq9zb			4.0					Bridge of Allan		United Kingdom	/m/04dr2kr
Red Celtic Style Heads Ale	/m/0gfs8gy								Bellarine Brewing Company			
Stout of Circumstance	/m/063jn0b	Stout		5.6			50.0		Magnolia Gastropub and Brewery			
Blackberry Lambic	/m/05khh09	Fruit Lambic							Storm Brewing		Vancouver,Canada	
Merriman's Old Fart	/m/04dqx53			5.0					Merriman's		United Kingdom	/m/04dr38d
Bateman's Rosey Nosey	/m/04dqb4p	Winter Warmer		4.9					Batemans Brewery		United Kingdom	/m/04dr1g3
Tervete	/m/04dqttz			4.7					Tervete		Latvia	/m/04dqy9c
Ritter St. Georgen Brauerei Weisser Franke	/m/04dqb34			5.1					Ritter St. Georgen Brauerei		Germany	/m/04dq_5r
Brooklyn Brown Ale	/m/04dqs8z			5.5					Brooklyn Brewery		United States of America	/m/04dqzbc
Unibroue Éphémère	/m/04dqpn9			5.5					Unibroue		Canada	/m/04dr2yr
Wasatch Beers Polygamy Porter	/m/04dqssq			4.0					Wasatch Beers		United States of America	/m/04dr6_q
Brasserie Lefèbvre Barbar Winter Bok	/m/04dqh50			8.0					Brasserie Lefèbvre		Belgium	/m/04dr5lb
Titanic Christmas Ale	/m/04dqfqn			7.8					Titanic Brewery		United Kingdom	/m/04dr1hc
Beck & Co. Beck's Light	/m/04dq97l			3.8					Beck's		Germany	/m/04dr0ww
De Gouden Boom Brugs Blond	/m/04dqfnp			6.5					De Gouden Boom		Belgium	/m/04dr4b4
Ventnor Admiral's Ale	/m/04dqr65			4.0					Ventnor		United Kingdom	/m/04dr2vc
Vale Good King Senseless	/m/04dqhqc			5.2					Vale		United Kingdom	/m/04dqzmw
Hobsons Town Crier	/m/04dqngg			4.5					Hobsons		United Kingdom	/m/04dr0vm
Ventnor Hygeia Organic Ale	/m/04dqsr5			4.6					Ventnor		United Kingdom	/m/04dqz1c
Hampshire Brewery 1066 SPA	/m/04dqfm4			6.0					Hampshire Brewery		United Kingdom	/m/04dq_s3
Cesu Premium	/m/04dqdqy			5.0					Cesu		Latvia	/m/04dqy_w
Anchor Brewery Small Beer	/m/04dqcpp			3.2					Anchor Brewing Company		United States of America	/m/04dq_ch
Harar Beer	/m/059q7h7	Pale lager		4.25					Harar Beer Factory		Ethiopia	
Pilgrim Pudding Xmas Ale	/m/04dqm7_			6.8					Pilgrim		United Kingdom	/m/04dqzv3
L&L Alphand Blonde	/m/04dqc5y			5.0					L&L Alphand		France	/m/04dq__h
Erdinger Schneeweisse - Das Winterbier	/m/04dqlmn			5.6					Erdinger		Germany	/m/04dr2qw
Goldhand Vertriebsellschaftges Felsgold Pils	/m/04dqr7q			4.9					Goldhand Vertriebsellschaftges		Germany	/m/04dqz47
Verhaeghe-Vichte Echte kriek	/m/05dcf73								Verhaeghe-Vichte			
Albion Amber Ale	/m/063hnvp	Amber ale							Marin Brewing Company			
Avery Karma	/m/02hv392											
Harpoon IPA	/m/02hv3b5	American IPA							Harpoon Brewery			
Sierra Nevada Pale Ale	/m/02hv37p	American IPA							Sierra Nevada Brewing Company			
Żywiec	/m/03gnw2z	Pale lager	1856	5.6							Poland	
Cole Porter	/m/063jm_s	Porter		4.8			35.0		Magnolia Gastropub and Brewery			
Pillar Point Pale Ale	/m/063hm39	Pale ale							Half Moon Bay Brewing Company			
Polar Bear Lager	/m/063hm7s	Pilsener							Thirsty Bear Brewing Company			
Robson Street Hefeweizen	/m/05khjz3	Hefeweizen							Granville Island Brewing			
Sandy Beach Blond Hefeweizen	/m/063hm33	Wheat beer							Half Moon Bay Brewing Company			
Lagunitas Imperial Red Ale	/m/05k6fb6	Seasonal beer,Red Beer		7.8					Lagunitas Brewing Company			/m/05k6f_j
Baron's Strong Brew	/m/0bggfp0								Asia Pacific Breweries			
77 Lager	/m/0b68kk4	Pilsener		4.9	1046.0		35.0		BrewDog			/m/0b68l6_,/m/0b68l6m,/m/0b68l6t
Tooheys Gold Bitter	/m/03q4b1p								Tooheys			
Bluemoon	/m/04c_3yb			6.5					Bluemoon Distillaries		Canada	
Privatbrauerei Höss Weisser Hirsch Allgäuer Weizen	/m/04dqrql			5.2					Privatbrauerei Höss		Germany	/m/04dqzjw
De Proefbrouwerij Ronsischen tripel	/m/04dqmbd			8.0					De Proefbrouwerij		Belgium	/m/04dqygr
Oakleaf I Can't Believe It's Not Bitter	/m/04dqsq9			4.9					Oakleaf Brewery		United Kingdom	/m/04dr64v
PrinceTown Jail Ale	/m/04dqlh8			4.8					PrinceTown		United Kingdom	/m/04dq__7
Okells Castletown Bitter	/m/04dq9qg			4.0					Okells		United Kingdom	
Nethergate Draught Best Bitter	/m/04dqkhk			3.7					Nethergate brewery		United Kingdom	/m/04dr0lc
Firebrand Czech Lager	/m/04dqpcb			5.0					Firebrand		Czech Republic	/m/04dqzq3
Rogue Brutal Bitter	/m/04dqncm			6.5					Rogue Brewing		United States of America	/m/04dr5yq
Bells Brewery Oberon	/m/04dqthg			5.0					Bells Brewery		United States of America	/m/04dr0p3
Duff Dark	/m/04dqb3t			5.0					Daleside Brewery		United Kingdom	/m/04dq_2m
Obolon Zhigul	/m/04dqw00			4.5					Obolon CJSC		Ukraine	/m/04dr347
Měšťanský Pivovar Boheme 1795	/m/04dqx47			4.7					Měšťanský Pivovar		Czech Republic	/m/04dqykm
Bateman's Dark Mild	/m/04d2v65											
Rochefort 8	/m/04dqfmt			9.2					Rochefort Brewery		Belgium	/m/04dr4zy
Samuel Adams Cherry Wheat Beer	/m/04dqx5s			5.0					Samuel Adams		United States of America	/m/04dr2nm
Hofmann Dunkles Landbier	/m/04dqkd1			5.0					Hofmann		Germany	/m/04dr15h
Hidden Brewery Treasure	/m/04dqgfd			4.8					Hidden Brewery		United Kingdom	/m/04dr71z
Grand Ridge Brewery Gippsland Gold	/m/04dqh5p			4.9					Grand Ridge Brewery		Australia	/m/04dr4rp
Bockor Jacobins Framboise Max	/m/04dqgcf			3.0					Bockor		Belgium	/m/04dqyc7
Acme California Pale Ale	/m/03xf5l6								North Coast Brewing Company			
Yuengling Lord Chesterfield Ale	/m/040_q8k			5.4					D. G. Yuengling & Son		United States of America	
Skinner's Keel Over	/m/04dqb28			4.2					Skinner's Brewery		United Kingdom	/m/04dqxw7
Boelens Bieken	/m/04dqr0y			8.5					Boelens		Belgium	/m/04dr6yl
Monteith's Black	/m/04dqvjy			5.2					Monteith's		New Zealand	/m/04dqxc7
Peja Birre e Pejes	/m/04dqr59			7.0					Peja		Kosovo	/m/04dqyw3
Liefmans Goudenband	/m/04dqq5l			8.0					Liefmans		Belgium	/m/04dqzqw
Wickwar BOB Original (Brand Oak Bitter)	/m/04dqn32			4.0					Wickwar		United Kingdom	/m/04dr29m
Bartram's Captain's Stout	/m/04dqrm2			4.8					Bartram's		United Kingdom	/m/04dqyzh
Broadway Snake Dog India Pale Ale	/m/04dqh44			5.3					Broadway		United States of America	/m/04dr5kl
Rebellion Red	/m/04dqfl8			4.5					Rebellion		United Kingdom	/m/04dr1ph
Robert Cain Cupid's Ale	/m/04dqbj1			5.0					Robert Cain		United Kingdom	/m/04dqz7r
Redruth Brewery Cornish Rebellion	/m/04dqbtg			4.8					Redruth Brewery		United Kingdom	/m/04dr3jx
Ridgeway IPA	/m/04dqclv			5.5					Ridgeway		United Kingdom	/m/04dr65z
Everards Equinox	/m/0dl8hsd			4.2					Everards			
Dark Star  American Pale Ale 	/m/0dkfs9c			4.7					Dark Star			
Wem Brewing Company Shropshire IPA	/m/0dlfhn8	India Pale Ale							Wem Brewing Company			
Cheddar Ales Potholer 	/m/0dl8hdn	Bitter		4.3					Cheddar Ales			
Colorado Appia	/m/0djxh30	Weiss										
Maldon Gold	/m/0djv0rm								Mighty Oak Brewery			
Dark Star Saison	/m/0dl8hkm			4.5					Dark Star			
Cairngorm Trade Winds	/m/0dl78rc											
Highland  Dark Munro 	/m/0dkfs48								Highland Brewing Company			
Bud Light	/m/02hv39q								Anheuser-Busch			
Smiles Bristol Imperial	/m/04dqt0c			5.2					Smiles		United Kingdom	/m/04dr0s7
Exmoor Gold	/m/04dqmjr			5.0					Exmoor Ales Ltd		United Kingdom	/m/04dr20c
Hop Back Wheat Stout	/m/04dqpkp			4.5					Hop Back Brewery		United Kingdom	/m/04dqznm
Palm/Moortgat Steendonk Brabants Witbier	/m/04dqvl0			4.5					Palm/Moortgat		Belgium	/m/04dr5xb
Arkells Moonlight 4	/m/04dqlrc			4.5					Arkell's Brewery		United Kingdom	
Ommegang	/m/04dqrbk			8.5					Brewery Ommegang		United States of America	/m/04dr3jd
Budels Parel	/m/04dqr20			6.0					Budels		Netherlands	/m/04dr1t_
Wickwar Old Arnold	/m/04dqdvn			4.8					Wickwar		United Kingdom	/m/04dqzfw
Schöfferhofer Dunkles Hefeweizen	/m/04dqf8n			5.0					Schöfferhofer		Germany	/m/04dqyk7
Frank Boon Kriek 2003	/m/04dqwp7			4.5					Boon Brewery		Belgium	/m/04dr4hn
La Trappe Enkel (Schaapskooi)	/m/04dqv5s			5.5					La Trappe		Netherlands	/m/04dr6n2
Pripps Bryggerier Blå	/m/04dqk6c			5.2					Pripps Bryggerier		Sweden	/m/04dr3td
Traun Heinz Von Stein Bio Lagerbier	/m/04dqpj4			5.3					Traun		Germany	/m/04dr47n
Palmers Tally Ho! Strong Ale	/m/04dqdsp			5.2					Palmers		United Kingdom	/m/04dr2mc
Cervejaria Kaiser Palma Louca	/m/04dqqly			4.5					Cervejaria Kaiser		Brazil	/m/04dqz9r
Country Life Golden Pig	/m/04dqsb8			4.7					Country Life		United Kingdom	/m/04dq_f3
Saint Sylvestre Gavroche	/m/04dqk0g			8.5					Saint Sylvestre		France	/m/04dr6d2
Murphy's Irish Stout	/m/04dqkys	Dry Stout		4.0					InBev,Murphy's Brewery		Republic of Ireland	/m/04dr5nz,/m/04dr3j4
Pitfield Black Eagle	/m/04dqdr4			5.0					Pitfield		United Kingdom	/m/04dr2qm
Hilden Original Ale	/m/04dqjxj			4.6					Hilden		Republic of Ireland	/m/04dqxnw
Obolon Premium	/m/04dqp_x			5.0					Obolon CJSC		Ukraine	/m/04dqxx3
Van Steenberge Gerulfus Tripel Merendree	/m/04dqd8y			9.0					Van Steenberge		Belgium	/m/04dqzz_
Van Eecke Poperings Hommel Bier	/m/04dqhz7			7.5					Van Eecke		Belgium	/m/04dqzhr
Three B's Tackler's Tipple	/m/04dqgtn			4.2					Three B's		United Kingdom	/m/04dqzt3
HopDaemon Green Daemon	/m/04dqv47			5.0					HopDaemon		United Kingdom	/m/04dr4xp
Sierra Nevada Bigfoot 2008 "25th Expedition" Barleywine Style Ale	/m/04dqvpj			9.6					Sierra Nevada Brewing Company		United States of America	/m/04dr0lh
Arkell's Kingsdown Ale	/m/04dqsct	Strong Ale		5.0					Arkell's Brewery		United Kingdom	/m/04dr4st
Brouwerij de Bie Plokkersbier 7°	/m/04dqj7w			7.0					Brouwerij de Bie		Belgium	/m/04dr2wr
Scheldebrouwerij De Zeezuiper	/m/04dqs95			7.5					Scheldebrouwerij		Netherlands	/m/04dq_v7
Huyghe La Guillotine	/m/04dqbhd			9.0					Huyghe Brewery		Belgium	/m/04dr1hw
Wychwood Sweet Chariot	/m/04dqvyd			4.5					Wychwood Brewery		United Kingdom	/m/04dq_zc
Heineken España Legado de Yuste	/m/04dqf16			6.5					Heineken España		Spain	/m/04dqz2_
Woodforde's Wherry	/m/04dqjh8			3.8					Woodforde’s Brewery		United Kingdom	/m/04dqyw_
R W Randall Vauxlaurens Brewery India Pale Ale	/m/04dqc7p			3.8					R W Randall Vauxlaurens Brewery		United Kingdom	/m/04dr736
De Dolle Brouwers Dulle Teve/Mad Bitch Triple	/m/04dqkx7			10.0					De Dolle Brouwers		Belgium	/m/04dr2g3
Van Steenberge Bornem Dubbel	/m/04dqf2r			8.0					Van Steenberge		Belgium	/m/04dqy9_
Uzava Light	/m/04dqwqs			4.3					Uzava		Latvia	/m/04dq_67
Lindeboom Pilsener	/m/04dqns9			5.0					Lindeboom		Netherlands	/m/04dqykr
Southern Bay Brewing Co Bearings Ale	/m/04dq9bf			4.5					Southern Bay Brewing Co		Australia	/m/04dr6pq
Palm Export	/m/04dqc64			5.2					Palm		Belgium	/m/04dqxdh
Wedekind New Glarus Hop Hearty IPA	/m/04dqsxf			4.8					Wedekind		United States of America	/m/04dr0dh
ZeroDegrees Reading Pale Ale	/m/04dqfvc			4.6					ZeroDegrees Reading		United Kingdom	/m/04dr3t8
Saint Arnold Divine Reserve 11	/m/0ghttzq	Double IPA	2011	8.9	1.078	1.016	76.0		Saint Arnold Brewing Company		United States of America	/m/0ghtt_s
Tooheys Pils	/m/0brhxv								Tooheys			
Dark Star Hophead Extra	/m/0dl8hjd			5.8					Dark Star			
Brewers Gold	/m/0cttps0	Bitter		4.0					Crouch Vale Brewery			
Bramling	/m/0cttpqn			4.0					Buntingford Brewery			
Wem Brewing Company Cascade Bitter	/m/0dlfhn2								Wem Brewing Company			
St. James Irish Red Ale	/m/063wb2t	Irish red ale							Walnut Brewery			
Latgales Alus Matinu Gaisais	/m/04dqg9g			7.0					Latgales Alus		Latvia	/m/04dqz6_
Midnight Sun	/m/05c8p8r	Porter		5.6					Williams Bros		Alloa	/m/05c8pbm
Brauerei Schlösser Maternus Premium Pilsener	/m/04dqp9c			4.9					Brauerei Schlösser		Germany	
Hoegaarden Julius	/m/04dq9mm			8.8					Hoegaarden Brewery		Belgium	/m/04dqxn3
Cooper's Premium Light	/m/03q49_q								Coopers Brewery			
Leffe Vieille Cuvée	/m/04dqg3k			8.1					Leffe		Belgium	/m/04dq_87
Fassa Gold Pils	/m/04dqw6l			5.0					Fassa		Germany	/m/04dr6s2
Femsa Tecate	/m/04dqw0p			4.5					Femsa		Mexico	
Kloster Andechs Andechser Dunkel	/m/04dqp3g			4.9					Kloster Andechs		Germany	/m/04dr2s3
J.W. Lees Harvest Ale	/m/04dqfz2			11.5					JW Lees		United Kingdom	/m/04dr143
Wye Valley Brewery Dorothy Goodbody's Golden Ale	/m/04dqvdb			4.2					Wye Valley Brewery		United Kingdom	/m/04dq_hw
Timmermans Lambicus Blanche	/m/04dqtdm			4.5					Timmermans		Belgium	/m/04dr5t6
Okanagan Spring Brewery Honey Blonde Ale	/m/04dqd11			5.0					Okanagan Spring		Canada	/m/04dqyqm
Harvey's India Pale Ale	/m/04dqnwc	India Pale Ale		3.2					Harveys Brewery		United Kingdom	/m/04dqz6c
Kerkom Bink Blond	/m/04dqt42			5.5					Kerkom		Belgium	/m/04dqypr
Verhaeghe-Vichte Duchesse de Bourgogne	/m/04dqn9n			6.2					Verhaeghe-Vichte		Belgium	/m/04dr2kw
Hook Norton Best Bitter	/m/04dqn3r			3.4					/m/04drbw8		United Kingdom	/m/04dr1lh
Ind Coope Double Diamond	/m/04dqjlb			5.0					Ind Coope		United Kingdom	/m/04dqzd_
La Choulette Blonde	/m/04dqn26			7.5					La Choulette		France	/m/04dr5lz
Wickwar Dogs Hair	/m/04dqsfb			4.0					Wickwar		United Kingdom	/m/04dr0jw
Boelens Klokbier	/m/04dqlzl			8.5					Boelens		Belgium	/m/04dr2kc
Wood's Armada	/m/04dqh4t			4.0					Wood's		United Kingdom	/m/04dr0q_
Wolf Big Red	/m/04dqrmr			4.5					Wolf		United Kingdom	/m/04dr3zd
Nuovo Birrificio Italiano Bibock	/m/04dqrl6			6.2					Nuovo Birrificio Italiano		Italy	/m/04dr3qs
Melbourn Bros. Apricot	/m/04dqq_5			3.4					Melbourn Bros.		United Kingdom	/m/04dr5_v
Cuauhtemoc Moctezuma Dos Equis XX Ambar	/m/04dqckz			4.5					Cuauhtémoc Moctezuma Brewery		Mexico	/m/04dqyhm
Brahma Bock	/m/04dqkdq			5.9					Brahma		Brazil	/m/04dr3bx
Nail Ale	/m/04dqpvw			4.7					Nail Brewing		Australia	/m/04dr6tg
Big Rock Black Amber Ale	/m/04dqh38			5.0					Big Rock Brewery		Canada	/m/04dr1d3
St Germain Page 24 Ambrée	/m/04dqbjq			6.9					St Germain		France	/m/04dqxxr
Brakspear O Be Joyful	/m/04dqkc5			4.8					Brakspear		United Kingdom	/m/04dr0y_
J.W. Lees Greengate Smooth 	/m/0dlfhwm			3.9					JW Lees			
Guzzler	/m/0dm6j_7	Session Beer	1996	3.6								
Dark Star Winter Solstice	/m/0dl8hlg			4.2					Dark Star			
Oscar Wilde	/m/0djv0rt	Mild ale							Mighty Oak Brewery			
Dark Star Dark Star Original	/m/0dl8hhv			5.0					Dark Star			
Dark Star Smoke	/m/0dl8hkt			5.0					Dark Star			
Caledonian XPA 	/m/0dl78xf											
Colonial Mild Irish Stout	/m/03m2nml											
Fine Raisin Beer	/m/0ctvq5s			5.0					Cains Brewery			/m/0ctvrxn
Lagunitas Cappuccino Stout	/m/05k6fbd	Seasonal beer,Stout							Lagunitas Brewing Company			/m/05k6f_x
Lagunitas Censored Ale	/m/05k6g1p	Red Beer		5.9					Lagunitas Brewing Company			/m/05k6gwc
Wagtail Brewery Best Bitter	/m/04dqgxh			4.0					Wagtail Brewery		United Kingdom	/m/04dr3js
Brakspear Bottle Conditioned Organic Beer	/m/04dq9ny			4.6					Brakspear		United Kingdom	/m/04dr3vn
Huyghe St. Idesbald Blond	/m/04dqc70			6.5					Huyghe Brewery		Belgium	/m/04dr1fh
Aston Manor Smooth Chocolate Ale	/m/04dqcy_			4.1					Aston Manor Brewery		United Kingdom	/m/04dq_y_
Mt. Begbie Brewing Company High Country Kölsch	/m/04dqdbx			4.5					Mt. Begbie Brewing Company		Canada	/m/04dqxb7
Lidl Neckarsulm Grafenwalder Strong Beer	/m/04dqds0			8.6					Lidl Neckarsulm		Germany	/m/04dqy1c
La Becasse Gueuze Original	/m/04dqdwj			5.5					La Becasse		Belgium	/m/04dr0tc
Beck & Co. Beck's Vier	/m/04dqf22			4.0					Beck's		Germany	/m/04dqy2_
Coors Keystone Ice	/m/04dqf9j			5.3					Coors Brewing Company		United States of America	/m/04dqz5_
De Proefbrouwerij Slaapmutske Tripel	/m/04dqfbm			8.1					De Proefbrouwerij		Belgium	/m/04dqx_7
Cerveza Reina	/m/04dqg4w			5.5					Cervezas Anaga		Spain	/m/04dr26_
Hoegaarden Hougaerdse DAS	/m/04dqg97			4.9					Hoegaarden Brewery		Belgium	/m/04dr3z8
Tusker	/m/043q92w								East African Breweries			
La Zaragozana Export	/m/04dqjmn			7.0					La Zaragozana		Spain	/m/04dr11w
Burgerbraü Augsburg AG Musicus Dunkler Weizenbock	/m/04dqky3			6.9					Burgerbraü Augsburg AG		Germany	/m/04dr48d
Suthwyk Ales Liberation	/m/04dql2l			4.2					Suthwyk Ales		United Kingdom	/m/04dr33h
De Schans Tripel	/m/04dql8h			8.5					De Schans		Netherlands	/m/04dqy8m
Hampshire Brewery Pendragon Strong Ale	/m/04dqm29			4.8					Hampshire Brewery		United Kingdom	/m/04dr0c_
Tipple's Brewery Topper	/m/04dqmj2			4.5					Tipple's Brewery		United Kingdom	/m/04dqxm_
Forth Puffer Ale	/m/04dqmth			4.1					Forth		United Kingdom	/m/04dqx9m
Wolf Grandma's Christmas Reserve	/m/04dqnt5			4.8					Wolf		United Kingdom	/m/04dr6gg
Wadworth & Co. Strongest Ale	/m/04dqp37			11.0					Wadworth Brewery		United Kingdom	/m/04dr59l
Hoggleys Kislingbury Bitter	/m/04dqp4s			4.0					Hoggleys		United Kingdom	/m/04dq_qh
Brasserie Vervifontaine La Hervoise	/m/04dqpk0			8.0					Brasserie Vervifontaine		Belgium	/m/04dr4pj
Dupont Saison	/m/04dqpxd			6.5					Dupont		Belgium	/m/04dr3jj
Schneider Weisse Weizen Hell	/m/04dqqps			5.2					G. Schneider & Sohn		Germany	/m/04dr646
Silly Enghien Noel	/m/04dqsc4			9.0					Silly		Belgium	/m/04dr5f6
Archers 21	/m/04dqsdp			4.5					Archers		United Kingdom	/m/04dr4d0
Adnams Oyster Stout	/m/04dqsgn			5.0					Adnams Brewery		United Kingdom	/m/04dr1xr
Schlossbrauerei Eggenberg Urbock 23°	/m/04dqtzk			9.6					Eggenberg Brewery		Austria	/m/04dr3c4
Wood's Parish	/m/04dqv53			4.0					Wood's		United Kingdom	/m/04dqxn_
Brasseries Star Three Horses Beer Pilsener	/m/04dqw7x			5.4					Brasseries Star		Madagascar	/m/04dr263
Sinebrychoff Koff Porter	/m/04dqwq3			7.2					Sinebrychoff		Finland	/m/04dqz5r
Harde	/m/0fpf0fd								Browar Amber			
Meyer E.S.B.	/m/063hm84	Extra Special/Strong Bitter							Thirsty Bear Brewing Company			
Irvine's Vintage Ciders	/m/0g4nfth	Apple wine										
